,tweet_id,source,text,retweeted_status_id,retweeted_status_user_id,retweeted_status_timestamp,expanded_urls,rating_numerator,rating_denominator,name,date,time,dog_stage,jpg_url,breed,retweet_count,favorite_count,hour,time_of_day
1260,686007916130873345,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This pupper has a magical eye. / I can't stop looking at it ,nan,nan,,https://twitter.com/dog_rates/status/686007916130873345/photo/1,11,10,None,2016-01-10 00:00:00,1900-01-01 02:13:27,pupper,https://pbs.twimg.com/media/CYUwjz-UAAEcdi8.jpg,Rhodesian_ridgeback,472,2704,2,Night
1263,685943807276412928,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is the newly formed pupper a capella group. They're just starting out but I see tons of potential. / for all ,nan,nan,,https://twitter.com/dog_rates/status/685943807276412928/video/1,8,10,,2016-01-09 00:00:00,1900-01-01 21:58:42,pupper,https://pbs.twimg.com/ext_tw_video_thumb/685943751555051520/pu/img/rlBvQWaFPUMx1MTi.jpg,papillon,696,1801,21,Evening
1265,685667379192414208,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Marty. He has no idea what happened here. Never seen this stuff in his life. / very suspicious pupper ,nan,nan,,https://twitter.com/dog_rates/status/685667379192414208/photo/1,9,10,Marty,2016-01-09 00:00:00,1900-01-01 03:40:16,pupper,https://pbs.twimg.com/media/CYP62A6WkAAOnL4.jpg,sliding_door,666,2579,3,Night
1267,685641971164143616,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Otis. He just passed a cop while going  in a . Very nervous pupper. / ,nan,nan,,https://twitter.com/dog_rates/status/685641971164143616/photo/1,7,10,Otis,2016-01-09 00:00:00,1900-01-01 01:59:19,pupper,https://pbs.twimg.com/media/CYPjvFqW8AAgiP2.jpg,Lakeland_terrier,885,3218,1,Night
1268,685547936038666240,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Everybody needs to read this. Jack is our first /. Truly heroic pupper ,nan,nan,,"https://twitter.com/dog_rates/status/685547936038666240/photo/1,https://twitter.com/dog_rates/status/685547936038666240/photo/1",14,10,None,2016-01-08 00:00:00,1900-01-01 19:45:39,pupper,https://pbs.twimg.com/media/CYOONfZW8AA7IOA.jpg,web_site,17465,35052,19,Evening
1274,685268753634967552,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Hubertson. He's a Carmel Haberdashery. Enjoys long summer days on his boat. Very peaceful pupper. / ,nan,nan,,https://twitter.com/dog_rates/status/685268753634967552/photo/1,10,10,Hubertson,2016-01-08 00:00:00,1900-01-01 01:16:17,pupper,https://pbs.twimg.com/media/CYKQS0xUQAEOptC.jpg,pug,1371,3419,1,Night
1276,685169283572338688,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Gerbald. He just found out he's adopted. Poor pupper. Snazzy tongue tho. / would hold close in time of need ,nan,nan,,https://twitter.com/dog_rates/status/685169283572338688/photo/1,11,10,Gerbald,2016-01-07 00:00:00,1900-01-01 18:41:01,pupper,https://pbs.twimg.com/media/CYI10WhWsAAjzii.jpg,Bernese_mountain_dog,1620,4489,18,Evening
1282,684880619965411328,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here we have a basking dino pupper. Looks powerful. Occasionally shits eggs. Doesn't want the holidays to end. / ,nan,nan,,https://twitter.com/dog_rates/status/684880619965411328/photo/1,5,10,None,2016-01-06 00:00:00,1900-01-01 23:33:58,pupper,https://pbs.twimg.com/media/CYEvSaRWwAAukZ_.jpg,clog,936,2305,23,Night
1290,684200372118904832,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Gang of fearless hoofed puppers here. Straight savages. Elevated for extra terror. Front one has killed before /s ,nan,nan,,https://twitter.com/dog_rates/status/684200372118904832/photo/1,6,10,None,2016-01-05 00:00:00,1900-01-01 02:30:55,pupper,https://pbs.twimg.com/media/CX7EkuHWkAESLZk.jpg,llama,1177,2394,2,Night
1296,683857920510050305,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Sadie. She fell asleep on the beach and her friends buried her. / can't trust fellow puppers these days ,nan,nan,,https://twitter.com/dog_rates/status/683857920510050305/photo/1,10,10,Sadie,2016-01-04 00:00:00,1900-01-01 03:50:08,pupper,https://pbs.twimg.com/media/CX2NJmRWYAAxz_5.jpg,bluetick,1262,4163,3,Night
1299,683834909291606017,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here we see a faulty pupper. Might need to replace batteries. Try turning off &amp; back on again. / would still pet ,nan,nan,,https://twitter.com/dog_rates/status/683834909291606017/video/1,9,10,None,2016-01-04 00:00:00,1900-01-01 02:18:42,pupper,https://pbs.twimg.com/ext_tw_video_thumb/683834825250320385/pu/img/yZdrqMlyky4KGOu6.jpg,Maltese_dog,1265,2880,2,Night
1300,683828599284170753,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Breathtaking pupper here. Should be on the cover of Dogue. Top-notch tongue. Appears considerably fluffy. / ,nan,nan,,https://twitter.com/dog_rates/status/683828599284170753/photo/1,12,10,None,2016-01-04 00:00:00,1900-01-01 01:53:37,pupper,https://pbs.twimg.com/media/CX1ye7HUMAADDzh.jpg,malamute,1195,3053,1,Night
1304,683481228088049664,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Banjo. He's a Peppercorn Shoop Da Whoop. Nails look lethal. Skeptical of luminescent orb / stay woke pupper ,nan,nan,,https://twitter.com/dog_rates/status/683481228088049664/photo/1,11,10,Banjo,2016-01-03 00:00:00,1900-01-01 02:53:17,pupper,https://pbs.twimg.com/media/CXw2jSpWMAAad6V.jpg,keeshond,1118,2878,2,Night
1305,683462770029932544,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""Hello forest pupper I am house pupper welcome to my abode"" (/ for both) ",nan,nan,,https://twitter.com/dog_rates/status/683462770029932544/photo/1,8,10,None,2016-01-03 00:00:00,1900-01-01 01:39:57,pupper,https://pbs.twimg.com/media/CXwlw9MWsAAc-JB.jpg,Italian_greyhound,761,2676,1,Night
1309,683142553609318400,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Brandy. She's a member of the Bloods. Menacing criminal pupper. Soft spot for flowers tho. / pet w caution ,nan,nan,,https://twitter.com/dog_rates/status/683142553609318400/photo/1,9,10,Brandy,2016-01-02 00:00:00,1900-01-01 04:27:31,pupper,https://pbs.twimg.com/media/CXsChyjW8AQJ16C.jpg,Leonberg,1173,3162,4,Morning
1310,683111407806746624,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Larry. He thought the New Year's parties were tonight. / poor pupper. Maybe next year ,nan,nan,,https://twitter.com/dog_rates/status/683111407806746624/photo/1,10,10,Larry,2016-01-02 00:00:00,1900-01-01 02:23:45,pupper,https://pbs.twimg.com/media/CXrmMSpUwAAdeRj.jpg,cocker_spaniel,1034,3736,2,Night
1312,683078886620553216,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here we see a nifty leaping pupper. Feet look deadly. Sad that the holidays are over. / undeniably huggable ,nan,nan,,https://twitter.com/dog_rates/status/683078886620553216/photo/1,9,10,None,2016-01-02 00:00:00,1900-01-01 00:14:32,pupper,https://pbs.twimg.com/media/CXrIntsUsAEkv0d.jpg,koala,634,2176,0,Night
1314,682788441537560576,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Happy New Year from your fav holiday squad! 🎉 / for all

Here's to a pupper-filled year 🍻🐶🐶🐶 ",nan,nan,,https://twitter.com/dog_rates/status/682788441537560576/photo/1,12,10,None,2016-01-01 00:00:00,1900-01-01 05:00:24,pupper,https://pbs.twimg.com/media/CXnAdosWAAEMGCM.jpg,toyshop,1258,2706,5,Morning
1320,682406705142087680,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Patrick. He's a bigass pupper. / ,nan,nan,,https://twitter.com/dog_rates/status/682406705142087680/photo/1,7,10,Patrick,2015-12-31 00:00:00,1900-01-01 03:43:31,pupper,https://pbs.twimg.com/media/CXhlRmRUMAIYoFO.jpg,wombat,2019,8319,3,Night
1331,681891461017812993,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Say hello to Charlie. He's scholarly af. Quite intimidating with all his pupper knowledge / even built that fire ,nan,nan,,https://twitter.com/dog_rates/status/681891461017812993/photo/1,10,10,Charlie,2015-12-29 00:00:00,1900-01-01 17:36:07,pupper,https://pbs.twimg.com/media/CXaQqGbWMAAKEgN.jpg,Chihuahua,951,2706,17,Afternoon
1332,681694085539872773,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Bo. He's a Benedoop Cumbersnatch. Seems frustrated with own feet. Portable as hell. / very solid pupper ,nan,nan,,https://twitter.com/dog_rates/status/681694085539872773/photo/1,11,10,Bo,2015-12-29 00:00:00,1900-01-01 04:31:49,pupper,https://pbs.twimg.com/media/CXXdJ7CVAAALu23.jpg,toy_poodle,4581,14010,4,Morning
1333,681679526984871937,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Can you spot Toby the guilty pupper? / would be higher but he made quite the mess shredding his stuffed pals ,nan,nan,,https://twitter.com/dog_rates/status/681679526984871937/photo/1,7,10,None,2015-12-29 00:00:00,1900-01-01 03:33:58,pupper,https://pbs.twimg.com/media/CXXP5O4WEAA4dgS.jpg,birdhouse,499,1923,3,Night
1334,681654059175129088,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Toffee. He's a happy pupper. Appears dangerously fluffy. Extraordinarily spherical. / would pet firmly ,nan,nan,,https://twitter.com/dog_rates/status/681654059175129088/photo/1,12,10,Toffee,2015-12-29 00:00:00,1900-01-01 01:52:46,pupper,https://pbs.twimg.com/media/CXW4wGHWsAE_eBD.jpg,Pomeranian,1045,2903,1,Night
1345,681231109724700672,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I just love this pic. / this pupper is going places ,nan,nan,,https://twitter.com/dog_rates/status/681231109724700672/photo/1,11,10,None,2015-12-27 00:00:00,1900-01-01 21:52:07,pupper,https://pbs.twimg.com/media/CXQ4EwQWwAEVaUf.jpg,Irish_setter,540,2629,21,Evening
1353,680836378243002368,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Ellie. She's secretly ferocious. / very deadly pupper ,nan,nan,,"https://twitter.com/dog_rates/status/680836378243002368/photo/1,https://twitter.com/dog_rates/status/680836378243002368/photo/1,https://twitter.com/dog_rates/status/680836378243002368/photo/1",12,10,Ellie,2015-12-26 00:00:00,1900-01-01 19:43:36,pupper,https://pbs.twimg.com/media/CXLREjOW8AElfk6.jpg,Pembroke,1513,3766,19,Evening
1357,680583894916304897,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Penny. Her tennis ball slowly rolled down her cone and into the pool. / bad things happen to good puppers ,nan,nan,,"https://twitter.com/dog_rates/status/680583894916304897/photo/1,https://twitter.com/dog_rates/status/680583894916304897/photo/1,https://twitter.com/dog_rates/status/680583894916304897/photo/1,https://twitter.com/dog_rates/status/680583894916304897/photo/1",8,10,Penny,2015-12-26 00:00:00,1900-01-01 03:00:19,pupper,https://pbs.twimg.com/media/CXHrcFYWcAEE5_L.jpg,tub,1514,3939,3,Night
1359,680494726643068929,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here we have uncovered an entire battalion of holiday puppers. Average of ./ ,nan,nan,,https://twitter.com/dog_rates/status/680494726643068929/photo/1,26,10,None,2015-12-25 00:00:00,1900-01-01 21:06:00,pupper,https://pbs.twimg.com/media/CXGaVxOWAAADjhF.jpg,kuvasz,542,1879,21,Evening
1360,680473011644985345,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Hector. He thinks he's a hammer. Silly Hector. You're a pupper, not a hammer. / ",nan,nan,,https://twitter.com/dog_rates/status/680473011644985345/photo/1,10,10,Hector,2015-12-25 00:00:00,1900-01-01 19:39:43,pupper,https://pbs.twimg.com/media/CXGGlzvWYAArPfk.jpg,Lakeland_terrier,844,2778,19,Evening
1364,680191257256136705,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a sleepy Christmas pupper / ,nan,nan,,https://twitter.com/dog_rates/status/680191257256136705/photo/1,11,10,None,2015-12-25 00:00:00,1900-01-01 01:00:07,pupper,https://pbs.twimg.com/media/CXCGVXyWsAAAVHE.jpg,Brittany_spaniel,577,2356,1,Night
1365,680176173301628928,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This pupper is patiently waiting to scare the shit out of Santa. / ,nan,nan,,https://twitter.com/dog_rates/status/680176173301628928/photo/1,10,10,None,2015-12-25 00:00:00,1900-01-01 00:00:11,pupper,https://pbs.twimg.com/media/CXB4nWnWEAAhLTX.jpg,Christmas_stocking,1760,4263,0,Night
1367,680145970311643136,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Say hello to Kawhi. He was doing fine until his hat fell off. He got it back though. / deep breaths pupper ,nan,nan,,"https://twitter.com/dog_rates/status/680145970311643136/photo/1,https://twitter.com/dog_rates/status/680145970311643136/photo/1,https://twitter.com/dog_rates/status/680145970311643136/photo/1",10,10,Kawhi,2015-12-24 00:00:00,1900-01-01 22:00:10,pupper,https://pbs.twimg.com/media/CXBdJxLUsAAWql2.jpg,miniature_poodle,1972,3955,22,Night
1370,680100725817409536,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",This pupper is not coming inside until she catches a snowflake on her tongue. / the determination is palpable ,nan,nan,,https://twitter.com/dog_rates/status/680100725817409536/photo/1,11,10,None,2015-12-24 00:00:00,1900-01-01 19:00:23,pupper,https://pbs.twimg.com/media/CW-loUBWYAAn2Cb.jpg,golden_retriever,1554,3891,19,Evening
1378,679828447187857408,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Everybody look at this beautiful pupper / ,nan,nan,,"https://twitter.com/dog_rates/status/679828447187857408/photo/1,https://twitter.com/dog_rates/status/679828447187857408/photo/1,https://twitter.com/dog_rates/status/679828447187857408/photo/1",13,10,None,2015-12-24 00:00:00,1900-01-01 00:58:27,pupper,https://pbs.twimg.com/media/CW88XN4WsAAlo8r.jpg,Chihuahua,15839,39726,0,Night
1379,679777920601223168,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Rinna. She's melting. / get inside pupper ,nan,nan,,https://twitter.com/dog_rates/status/679777920601223168/photo/1,10,10,Rinna,2015-12-23 00:00:00,1900-01-01 21:37:40,pupper,https://pbs.twimg.com/media/CW8OYajUMAAPRoF.jpg,bloodhound,1281,3390,21,Evening
1384,679527802031484928,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This little pupper just arrived. / would snug ,nan,nan,,https://twitter.com/dog_rates/status/679527802031484928/photo/1,11,10,None,2015-12-23 00:00:00,1900-01-01 05:03:47,pupper,https://pbs.twimg.com/media/CW4q7jDWkAA2y8g.jpg,mailbox,823,2892,5,Morning
1386,679503373272485890,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Dwight. He's a pointy pupper. Very docile. Attracts marshmallows. Hurts to pet but definitely worth it / ,nan,nan,,https://twitter.com/dog_rates/status/679503373272485890/photo/1,8,10,Dwight,2015-12-23 00:00:00,1900-01-01 03:26:43,pupper,https://pbs.twimg.com/media/CW4UtmYWsAAEjqA.jpg,porcupine,1673,3484,3,Night
1397,678800283649069056,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a pupper with some mean tan lines. Snazzy sweater though / ,nan,nan,,https://twitter.com/dog_rates/status/678800283649069056/photo/1,12,10,None,2015-12-21 00:00:00,1900-01-01 04:52:53,pupper,https://pbs.twimg.com/media/CWuVQSLW4AAI3w9.jpg,Labrador_retriever,1018,2810,4,Morning
1411,678389028614488064,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Bella. She just learned that her final grade in chem was a . 
poor pupper / ",nan,nan,,https://twitter.com/dog_rates/status/678389028614488064/photo/1,11,10,Bella,2015-12-20 00:00:00,1900-01-01 01:38:42,pupper,https://pbs.twimg.com/media/CWofOHUWUAACGVa.jpg,miniature_pinscher,473,2044,1,Night
1413,678341075375947776,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This pupper likes tape. / ,nan,nan,,https://twitter.com/dog_rates/status/678341075375947776/photo/1,12,10,None,2015-12-19 00:00:00,1900-01-01 22:28:09,pupper,https://pbs.twimg.com/media/CWnznDTU4AAa-6P.jpg,golden_retriever,612,1896,22,Night
1415,678278586130948096,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Another spooky pupper here. Most definitely floating. No legs. Probably knows some dark magic. / very spooked ,nan,nan,,https://twitter.com/dog_rates/status/678278586130948096/photo/1,10,10,None,2015-12-19 00:00:00,1900-01-01 18:19:51,pupper,https://pbs.twimg.com/media/CWm6xySUEAAqfFU.jpg,Maltese_dog,6857,12531,18,Evening
1428,677557565589463040,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reckless pupper here. Not even looking at road. Absolute menace. No regard for fellow pupper lives. / still cute ,nan,nan,,https://twitter.com/dog_rates/status/677557565589463040/photo/1,10,10,None,2015-12-17 00:00:00,1900-01-01 18:34:46,pupper,https://pbs.twimg.com/media/CWcrAVQWEAA6QMp.jpg,seat_belt,1322,2665,18,Evening
1436,677269281705472000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is the happiest pupper I've ever seen. / would trade lives with ,nan,nan,,https://twitter.com/dog_rates/status/677269281705472000/photo/1,10,10,,2015-12-16 00:00:00,1900-01-01 23:29:14,pupper,https://pbs.twimg.com/media/CWYk0WxWoAAEwRt.jpg,Shetland_sheepdog,790,2164,23,Night
1445,676936541936185344,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here we see a rare pouched pupper. Ample storage space. Looks alert. Jumps at random. Kicked open that door. / ,nan,nan,,https://twitter.com/dog_rates/status/676936541936185344/photo/1,8,10,None,2015-12-16 00:00:00,1900-01-01 01:27:03,pupper,https://pbs.twimg.com/media/CWT2MUgWIAECWig.jpg,Chesapeake_Bay_retriever,5515,13809,1,Night
1449,676819651066732545,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Watch out Airbud. This pupper is also good at the sports. / I'm thinking D ,nan,nan,,"https://twitter.com/dog_rates/status/676819651066732545/photo/1,https://twitter.com/dog_rates/status/676819651066732545/photo/1",12,10,None,2015-12-15 00:00:00,1900-01-01 17:42:34,pupper,https://pbs.twimg.com/media/CWSL4W8WsAAE4KU.jpg,rain_barrel,741,1957,17,Afternoon
1452,676617503762681856,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I promise this wasn't meant to be a cuteness overload account but ermergerd look at this cozy pupper. / ,nan,nan,,https://twitter.com/dog_rates/status/676617503762681856/photo/1,13,10,None,2015-12-15 00:00:00,1900-01-01 04:19:18,pupper,https://pbs.twimg.com/media/CWPUB9TWwAALPPx.jpg,Chihuahua,1108,3149,4,Morning
1455,676603393314578432,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Godzilla pupper. He had a ruff childhood &amp; now deflects that pain outward by terrorizing cities. Tragic / ,nan,nan,,https://twitter.com/dog_rates/status/676603393314578432/photo/1,9,10,Godzilla,2015-12-15 00:00:00,1900-01-01 03:23:14,pupper,https://pbs.twimg.com/media/CWPHMqKVAAAE78E.jpg,whippet,440,1280,3,Night
1458,676575501977128964,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This pupper is very passionate about Christmas. Wanted to give the tree a hug. So cute. / ,nan,nan,,https://twitter.com/dog_rates/status/676575501977128964/photo/1,8,10,None,2015-12-15 00:00:00,1900-01-01 01:32:24,pupper,https://pbs.twimg.com/media/CWOt07EUsAAnOYW.jpg,feather_boa,1254,2807,1,Night
1461,676470639084101634,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Three generations of pupper. / for all ,nan,nan,,https://twitter.com/dog_rates/status/676470639084101634/photo/1,11,10,None,2015-12-14 00:00:00,1900-01-01 18:35:43,pupper,https://pbs.twimg.com/media/CWNOdIpWoAAWid2.jpg,golden_retriever,5224,12616,18,Evening
1462,676440007570247681,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Hope your Monday isn't too awful. Here's two baseball puppers. / for each ,nan,nan,,"https://twitter.com/dog_rates/status/676440007570247681/photo/1,https://twitter.com/dog_rates/status/676440007570247681/photo/1",11,10,None,2015-12-14 00:00:00,1900-01-01 16:34:00,pupper,https://pbs.twimg.com/media/CWMyl9EWUAAnZJ0.jpg,Maltese_dog,748,1863,16,Afternoon
1464,676263575653122048,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",All this pupper wanted to do was go skiing. No one told him about the El Niño. Poor pupper. / maybe next year ,nan,nan,,https://twitter.com/dog_rates/status/676263575653122048/photo/1,10,10,None,2015-12-14 00:00:00,1900-01-01 04:52:55,pupper,https://pbs.twimg.com/media/CWKSIfUUYAAiOBO.jpg,teddy,609,2243,4,Morning
1473,675898130735476737,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I'm sure you've all seen this pupper. Not prepared at all for the flying disc of terror. / ,nan,nan,,https://twitter.com/dog_rates/status/675898130735476737/photo/1,10,10,None,2015-12-13 00:00:00,1900-01-01 04:40:46,pupper,https://pbs.twimg.com/media/CWFFt3_XIAArIYK.jpg,Labrador_retriever,653,1774,4,Morning
1478,675845657354215424,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Pepper. She's not fully comfortable riding her imaginary bike yet. / don't worry pupper, it gets easier ",nan,nan,,https://twitter.com/dog_rates/status/675845657354215424/photo/1,10,10,Pepper,2015-12-13 00:00:00,1900-01-01 01:12:15,pupper,https://pbs.twimg.com/media/CWEWClfW4AAnqhG.jpg,pug,1000,2477,1,Night
1480,675820929667219457,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a handful of sleepy puppers. All look unaware of their surroundings. Lousy guard dogs. Still cute tho /s ,nan,nan,,https://twitter.com/dog_rates/status/675820929667219457/photo/1,11,10,None,2015-12-12 00:00:00,1900-01-01 23:34:00,pupper,https://pbs.twimg.com/media/CWD_jQMWEAAdYwH.jpg,basset,260,1140,23,Night
1483,675740360753160193,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a pupper licking in slow motion. / please enjoy ,nan,nan,,https://twitter.com/dog_rates/status/675740360753160193/video/1,12,10,None,2015-12-12 00:00:00,1900-01-01 18:13:51,pupper,https://pbs.twimg.com/ext_tw_video_thumb/675740268751138818/pu/img/dVaVeFAVT-lk_1ZV.jpg,golden_retriever,388,1257,18,Evening
1495,675432746517426176,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Happy Friday. Here's some golden puppers. / for all ,nan,nan,,"https://twitter.com/dog_rates/status/675432746517426176/photo/1,https://twitter.com/dog_rates/status/675432746517426176/photo/1,https://twitter.com/dog_rates/status/675432746517426176/photo/1",12,10,None,2015-12-11 00:00:00,1900-01-01 21:51:30,pupper,https://pbs.twimg.com/media/CV-ef64WoAAbh0I.jpg,Labrador_retriever,627,1623,21,Evening
1500,675334060156301312,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Good morning here's a grass pupper. / ,nan,nan,,"https://twitter.com/dog_rates/status/675334060156301312/photo/1,https://twitter.com/dog_rates/status/675334060156301312/photo/1",12,10,None,2015-12-11 00:00:00,1900-01-01 15:19:21,pupper,https://pbs.twimg.com/media/CV9EvZNUwAAgLCK.jpg,Pembroke,1436,3007,15,Afternoon
1508,675113801096802304,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Zuzu. He just graduated college. Astute pupper. Needs  leashes to contain him. Wasn't ready for the pic. / ,nan,nan,,https://twitter.com/dog_rates/status/675113801096802304/photo/1,10,10,Zuzu,2015-12-11 00:00:00,1900-01-01 00:44:07,pupper,https://pbs.twimg.com/media/CV58a4nXAAApywo.jpg,bow,877,2120,0,Night
1513,675006312288268288,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Say hello to Mollie. This pic was taken after she bet all her toys on Ronda Rousey. / hang in there pupper ,nan,nan,,https://twitter.com/dog_rates/status/675006312288268288/photo/1,10,10,Mollie,2015-12-10 00:00:00,1900-01-01 17:37:00,pupper,https://pbs.twimg.com/media/CV4aqCwWsAIi3OP.jpg,boxer,252,1057,17,Afternoon
1522,674774481756377088,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Superpup. His head isn't proportional to his body. Has yet to serve any justice. / maybe one day pupper ,nan,nan,,https://twitter.com/dog_rates/status/674774481756377088/photo/1,11,10,Superpup,2015-12-10 00:00:00,1900-01-01 02:15:47,pupper,https://pbs.twimg.com/media/CV1HztsWoAAuZwo.jpg,Chihuahua,532,1213,2,Night
1529,674737130913071104,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Rufio. He is unaware of the pink legless pupper wrapped around him. Might want to get that checked / &amp; / ,nan,nan,,https://twitter.com/dog_rates/status/674737130913071104/photo/1,10,10,Rufio,2015-12-09 00:00:00,1900-01-01 23:47:22,pupper,https://pbs.twimg.com/media/CV0l10AU8AAfg-a.jpg,Pomeranian,103,693,23,Night
1532,674664755118911488,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Rodman. He's getting destroyed by the surfs. Valiant effort though. / better than most puppers probably ,nan,nan,,https://twitter.com/dog_rates/status/674664755118911488/photo/1,10,10,Rodman,2015-12-09 00:00:00,1900-01-01 18:59:46,pupper,https://pbs.twimg.com/media/CVzkA7-WsAAcXz6.jpg,African_crocodile,276,994,18,Evening
1535,674638615994089473,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This pupper is fed up with being tickled. / I'm currently working on an elaborate heist to steal this dog ,nan,nan,,https://twitter.com/dog_rates/status/674638615994089473/photo/1,12,10,None,2015-12-09 00:00:00,1900-01-01 17:15:54,pupper,https://pbs.twimg.com/media/CVzMPh1UsAELQ_p.jpg,Pomeranian,650,1806,17,Afternoon
